 事件”辞职；,1995.,-1,-1,-1
年创办新盟集团,1996,-1,新盟集团,-1
 上海复旦大学外文系英语专业。,1979.09-1983.08,上海市,上海复旦大学外文系,-1
 驻缅甸使馆职员,1985.10-1988.11,-1,驻缅甸使馆,-1
二秘。,1992.03-1995.04,-1,-1,-1
 外交部亚洲司二秘,1995.04-1997.03,-1,外交部亚洲司二秘,-1
 驻马来西亚使馆二秘,1997.03-1999.07,-1,驻马来西亚使馆二秘,-1
一秘。,1997.03-1999.07,-1,-1,-1
 驻新加坡使馆一秘。,1999.07-2001.07,新加坡,-1,-1
 外交部机关党委一秘。,2001.07-2002.01,-1,外交部,-1
 美国斯坦福大学胡佛研究所进修。,2004.09-2005.02,-1,美国斯坦福大学胡佛研究所,-1
 中国驻阿富汗使馆邓锡军大使夫妇离任,2015.9,中国,-1,大使
 5,2015.9,中国,-1,-1
 郑州高炮学校学员,1982.09-1984.07,郑州市,郑州高炮学校,-1
 某集团军高炮旅参谋长,1999.04-2000.03,-1,-1,参谋长
 湖北省十堰军分区司令员,2011.12-2012.03,湖北省,-1,司令员
 顺德县府办科员；,1984.07-1987.08,顺德县,-1,科员
顺德区副处级干部,2010.11-2011.05,顺德区,-1,干部
 四川省团校政治理论专业大专学习,1987.09-1989.06,四川省,-1,学习
 重庆广播电视大学法律专业本科自考毕业,2005.12,重庆市,重庆广播电视大学,-1
 四川省梁平县复平乡政府工作,1982.08,四川省,-1,工作
 四川省梁平县城东乡政府工作,1983.01,四川省,-1,工作
 湖南省益阳医药公司职员；,1967-1980,湖南省,湖南省益阳医药公司,-1
首席馆员；,2000-2002,-1,-1,-1
 中华人民共和国驻津巴布韦共和国特命全权大使；,2006-2009,中华人民共和国,-1,大使
 任中华人民共和国驻苏里南共和国特命全权大使；,2009-2013,中华人民共和国,-1,大使
 枝城市毛巾总厂挂职锻炼,1995.08-1996.08,-1,枝城市毛巾总厂,-1
 湖北大学汉语言文学专业本科自考毕业,1992.09-1997.06,湖北省,湖北大学,-1
 新疆维吾尔自治区昭苏县灯塔牧场知青。,2016.09,新疆,-1,知青
 新疆维吾尔自治区财政厅文行处,1988.07,新疆维吾尔自治区,新疆维吾尔自治区财政厅文行处,-1
自治区政府第二,2017.04,新疆维吾尔自治区,-1,-1
第三,2017.04,新疆维吾尔自治区,-1,-1
年,2000,-1,-1,-1
 李聪娜考入国防科技大学计算机专业,2000,-1,国防科技大学计算机专业,-1
年初,2008,-1,-1,-1
 总部赋予李聪娜所在部队紧急研发一种网络终端服务系统的任务,2008,-1,总部,-1
年底,2008,-1,-1,-1
 李聪娜代表兰州军区参加全军网络安全比武竞赛。决赛时,2008,兰州军区,-1,代表
年初,2009,-1,-1,-1
 某策略研究让科研团队陷入围城。当时,2009,-1,-1,-1
 李聪娜被任命为科室主任。在李聪娜的争取下,2010.5,-1,-1,主任
余种,2011.,-1,-1,-1
 作为“关键先生”的李聪娜,2011,-1,-1,-1
她说：“在新领域多攀登一座高峰,2012.3,-1,-1,-1
”,,-1,-1,-1
 起享受副县级待遇,1995.5,-1,-1,-1
惠州市六,2010.01-2014.03,惠州市,-1,-1
七,2010.01-2014.03,惠州市,-1,-1
八,2010.01-2014.03,惠州市,-1,-1
 石发亮担任郑州市著名的“四桥一路”建设工程指挥者之一。他主持修建的郑州市紫荆山立交桥工程,1994.7,郑州市,-1,-1
 年“十大新闻人物”之首。,1995,崇左市大新县,十大,-1
 被省委,2000.5,-1,省委,-1
 安徽省铜官山铜矿工人,1953.03-1958.4,安徽省,-1,工人
地质练习生,1953.03-1958.4,安徽省,-1,-1
助理技术员,1953.03-1958.4,安徽省,-1,助理技术员
 “文化大革命”中受冲击,1966.5-1968.4,-1,-1,-1
 接受骨干教师国家级培训,2000.10,-1,-1,教师
 中华人民共和国驻乌拉圭东岸共和国大使馆三秘,1991-1993,中华人民共和国,-1,三秘
 -中华人民共和国驻委内瑞拉玻利瓦尔共和国特命全权大使,2017,-中华人民共和国,-1,大使
 获工程硕士学位,2004.09-2006.06,武汉市,-1,-1
 山东省菏泽市小留镇干事；,1984.07-1984.12,山东省,-1,干事
 山东省菏泽市政府党组成员,2011.12-2012.02,山东省,-1,成员
——至今,2017.02,-1,-1,-1
 洛川县委农工部,1985.07-1990.08,延安市洛川县,洛川县委农工部,-1
 ——山西省大同市政府办公厅干事；,1984.2,山西省,-1,干事
 后为海南省,1988.04,海南省,-1,-1
连安全员；,1970.10-1972.06,-1,-1,-1
 部队服役,1972.12-1982.12,-1,-1,-1
政工员。,1976.8,-1,-1,-1
因涉嫌严重违纪,2014.9,-1,-1,-1
 接受组织调查,2014.9,-1,-1,-1
 1-2,2014.9,-1,-1,-1
 在共青团贵阳市委挂职,1998.02-1999.08,贵阳市,共青团贵阳市委,-1
 在贵阳市委党校“十一五”规划第四期青干班培训,2007.09-2007.12,贵阳市,贵阳市委党校,-1
 录用为干部,1993.04,-1,-1,干部
 聘为助理工程师,1995.12,-1,-1,助理工程师
 宜宾学院法律专业本科自考毕业,2003.06,宜宾市宜宾县,宜宾学院,-1
 四川省宜宾地区公路养护总段工程队施工员,1990.07-1995.06,四川省,四川省宜宾地区公路养护总段工程队,-1
 四川省宜宾地区公路养护总段宜宾分段副段长,1995.06-1997.05,四川省,-1,-1
 四川省宜宾市公路养护总段宜宾分段段长,1997.05-2000.02,四川省,-1,-1
 四川省宜宾市公路养护总段副总段长,2000.02-2002.04,四川省,四川省宜宾市公路养护总段,-1
—,2016.10,-1,-1,-1
技师。,1969.12-1974.09,-1,-1,-1
 铁道兵司令部通信队修理所技师,1977.09-1981.10,-1,铁道兵司令部通信队,-1
 中央纪委党风廉政建设室副局级检查员,1993.01-1995.08,-1,中央纪委党风廉政建设室,-1
。,,-1,-1,-1
 晋升为武警少将警衔,2013.7,-1,武警,-1
5,,-1,-1,-1
 中央党校涉外经济专业函授本科毕业,1995.9-1997.12,-1,中央党校,-1
 娄底师专中文专业学习,1985.07-1988.06,娄底市,-1,学习
 湖南省洪源机械厂团委,1988.06-1992.09,湖南省,湖南省洪源机械厂团委,-1
 明确副县级,2004.01,-1,-1,-1
 中共天门市蒋场镇宣传委员；,1987.10-1993.11,中共,-1,委员
 西南财经大学统计专业自考大专毕业,1988.07,-1,西南财经大学,-1
 任副主任干事,1993.09,-1,-1,副主任
——,2016.06,-1,-1,-1
 暨南大学新闻学专业本科毕业,2001.12,-1,南大学,-1
 广州军区军医学校学员,1981.09-1984.07,广州市,广州军区军医学校,-1
 医院护士,1984.07-1985.09,-1,-1,-1
函授省委党校经济管理专业本科班,1995.9-1997.12,-1,省委党校,-1
应征入伍后,1970.12,-1,-1,-1
 历任战士,1970.12,-1,-1,战士
副班长,1970.12,-1,-1,副班长
代理书记；,1970.12,-1,-1,代理书记
 在汕头农学院读书;,1977.,汕头市,汕头农学院,-1
 华南工学院化学工程一系无机化工专业,1980.09-1984.07,-1,华南工学院化学工程一系,-1
 韶关市合成氨厂造气车间副主任,1990.02-1991.08,韶关市,-1,副主任
 韶关市合成氨厂造气车间主任,1993.01-1994.06,韶关市,-1,主任
 广东韶关工业园区东莞产业转移工业园,2011.03-2012.02,广东省,东莞产业转移工业园,-1
广东韶关工业园区东莞产业转移工业园,2012.02-2012.03,广东省,东莞产业转移工业园,-1
韶关市政府党组成员,2013.03-2013.04,韶关市,-1,成员
获经济学硕士学位；,1999.09-2001.07,辽源市西安区,-1,-1
 期省部级干部进修班学习,2010.05-2010.07,-1,-1,干部
 陕西省西安市政府财贸办综合业务处,1984.07,西安市,陕西省西安市政府财贸办综合业务处,-1
十届,,-1,-1,-1
 毕业于延安大学物理系,1955.8,延安市,延安大学物理系,-1
 参加工作,1973.12,-1,-1,工作
 加入中国共产党,1975.6,-1,中国共产党,-1
 平利县冲河乡知青；,1977.04-1978.10,平利县,-1,知青
加入中国共产党,1985.10,-1,中国共产党,-1
 任南京军区副司令员,2003.7,南京军区,-1,副司令员
 晋升空军中将军衔。,2004.7,-1,晋升空军,-1
年,2007,-1,-1,-1
 晋升空军上将军衔,2010.7,-1,晋升空军,-1
岁,1986.,-1,-1,-1
 看到文革耽误的一代人没有机会念大学,1986.,-1,-1,-1
年末,1991,-1,-1,-1
 宋治平在赴英国留学时发现,1991,英国,-1,-1
年中,1991.,中,-1,-1
 是宋治平经历人生中最艰苦的年代,1991.,中,-1,-1
年投产的现代化制药企业。大容量注射剂,2000.,-1,-1,-1
小容量注射剂,2000.,-1,-1,-1
片剂,2000.,-1,-1,-1
胶囊剂,2000.,-1,-1,-1
散剂,2000.,-1,-1,-1
口服液,2000.,-1,-1,-1
冻干粉针剂,2000.,-1,-1,-1
滴丸剂,2000.,-1,-1,-1
颗粒剂,2000.,-1,-1,-1
生化中药前处理车间……十条生产线通过国家GMP认证。企业技术力量雄厚,2000.,中,国家GMP,-1
 当选吉林省总商会,2017.09,吉林省,吉林省总商会,-1
 7-8,2017.09,吉林省,-1,-1
年,1982,-1,-1,-1
 按片入学进入市重点阳泉一中读初中。,1982,阳泉市,-1,-1
年,1988,-1,-1,-1
年,1996,-1,-1,-1
年,1999,-1,-1,-1
 以关建军,1999,-1,-1,-1
关建民兄弟为首的涉黑组织初步形成。,1999,-1,-1,-1
年,2000,-1,-1,-1
年以后,2004,-1,-1,-1
 在阳泉,2004,阳泉市,-1,-1
 山西省公安厅成立“5·6”专案组,2010.5,山西省,山西省公安厅,-1
 长治市中级人民法院一审判处其15年有期徒刑,2012.1,长治市,长治市中级人民法院,-1
 4,2012.1,长治市,-1,-1
 山东省禹城县监察局锻炼,1991.09-1992.09,山东省,山东省禹城县监察局,-1
 西藏自治区政府副主席。,2013.01,西藏自治区,-1,副主席
 西藏自治区政府副主席,2013.12,西藏自治区,-1,副主席
 西藏自治区政府副主席,2014.01,西藏自治区,-1,副主席
 西藏自治区政府副主席,2016.04,西藏自治区,-1,副主席
。,,-1,-1,-1
 山西省政府党组成员,2011.01,山西省,-1,成员
。,,-1,-1,-1
 清华大学建筑与室内设计高级研修班；,2005-2005,-1,清华大学,-1
 -至今广州市城市组设计有限公司总设计师。,1999,广州市,广州市城市组设计有限公司,-1
 在南昌县地矿站锻炼,1990.4-1991.3,南昌县,-1,-1
 1-2,2012.9,山西省,-1,-1
—,2016.10,-1,-1,-1
4,,-1,-1,-1
 在甘肃省财政学校读书；,1987.8-1989.7,甘肃省,甘肃省财政学校,-1
 2-3,2015.10,甘南藏族自治州,-1,-1
 在富蕴县支农,1986.09-1987.09,阿勒泰市富蕴县,富蕴县支农,-1
 内蒙古第一机器制造厂实习,1984.08-1985.02,-1,内蒙古第一机器制造厂,-1
 参加国务院发展研究中心,2005.06-2005.09,-1,国务院发展研究中心,-1
美国哈佛大学,2005.06-2005.09,-1,美国哈佛大学,-1
 期省部级干部进修班学习,2009.09-2009.11,-1,-1,干部
 机械电子工业部,1990.12,-1,机械电子工业部,-1
十一届,,-1,-1,-1
农工党十四届,2013.03,海南省,农工党十四届,-1
。,,-1,-1,-1
起,2011.12,-1,-1,-1
起,2015.06,-1,-1,-1
 马尔康县白湾乡文书,1988.04-1989.04,马尔康县,-1,文书
-,2017.01,-1,-1,-1
 在大屯煤电公司姚桥矿实习；,1983.9-1984.1,-1,大屯煤电公司姚桥矿,-1
 在美国匹兹堡参加设备中检和培训学习；,1985.5-1985.7,美国,-1,学习
 加入中国共产党,1982.7,-1,中国共产党,-1
 参加工作,1983.8,-1,-1,工作
获法学硕士学位,1992.09-1995.12,天津市南开区,-1,-1
获经济学博士学位；,1998.09-2001.12,天津市南开区,-1,-1
。,,-1,-1,-1
6,,-1,-1,-1
其间：,1995.5,-1,-1,-1
 参加工作,1976.4,-1,-1,工作
 参加工作,2012.11,-1,-1,工作
 加入中国共产党,1973.12,-1,中国共产党,-1
 年石油部广东茂名石油公司后勤部总仓库起重搬运工,1970,广东省,石油部广东茂名石油公司后勤部,-1
1-2,,-1,-1,-1
获经济学硕士学位,1991-1994,-1,-1,-1
 参加工作,2017.10,-1,-1,工作
 加入中国共产党,1979.5,-1,中国共产党,-1
 第十六届,2017,-1,-1,-1
十七届,2017,-1,-1,-1
十八届,2017,-1,-1,-1
——,2016.11,-1,-1,-1
 退休,2016.9,-1,-1,-1
 解放军第十航空兵部队第二团现役军人,1973.1-1978.4,焦作市解放区,解放军第十航空兵部队第二团,-1
 任南汇区委党委,2001.8-2003.2,-1,南汇区委党委,-1
 加入中国共产党,1968.3,-1,中国共产党,-1
 师独立警卫连战士,1968-1969.,-1,-1,战士
班长,1968-1969.,-1,-1,班长
 年兰州军区参谋长,2002-2003,兰州军区,-1,参谋长
 年北京军区参谋长,2003-2004,北京军区,-1,参谋长
 年沈阳军区司令员,2004-2007,沈阳军区,-1,司令员
 中共第十六届,2017,-1,中共第十六届,-1
十七届,2017,-1,-1,-1
 加入民革,1990.7,-1,民革,-1
 参加工作,1974.3,-1,-1,工作
 年,1974.-1977,-1,-1,-1
 湖北省公安县达河乡联华村知青；,1974.-1977,湖北省,-1,知青
 年,1977.-1980,-1,-1,-1
 就读于武汉大学外语系英语专业大学普通班；,1977.-1980,武汉市,武汉大学外语系,-1
 年,1980.-1981,-1,-1,-1
 年,1981.-1988.,-1,-1,-1
 年,1988.-1991,-1,-1,-1
 年,1991.-1992,-1,-1,-1
 年,1992.-1997.,-1,-1,-1
 年,1999.-2000,-1,-1,-1
 年,2000.-2013,-1,-1,-1
二级大法官；,2000.-2013,-1,-1,-1
 年,2002.-2012,-1,-1,-1
 第十一届中央副主席,2002.-2012,-1,-1,副主席
中央常务副主席；,2002.-2012,-1,-1,常务副主席
 年,2012.-2017,-1,-1,-1
第十届,2013.,-1,-1,-1
 获研究员任职资格；,1996.12,-1,-1,研究员
 获南京气象学院大气物理专业硕士学位；,1984.7,南京市,南京气象学院,-1
 在加拿大多伦多大学从事博士后研究,1994.08-1995.11,加拿大,多伦多大学,-1
 蔡尔申任省委台办,2011.8,-1,省委台办,-1
 参加工作,1981.6,-1,-1,工作
 参加工作,1977.4,-1,-1,工作
 第十六届,2013.4,-1,-1,-1
十七届,2013.4,-1,-1,-1
 四川省团校政治理论专业大专学习,1986.08-1988.06,四川省,-1,学习
 明确为正厅级；,2006.07,-1,-1,-1
获管理学硕士学位,2008.03-2009.03,-1,-1,-1
 四川省政府办公厅副厅级秘书,2001.07,四川省政府办公厅,-1,秘书
参加工作,1991.5,-1,-1,工作
 获郑州工学院工学硕士学位；,1981.7,郑州市,郑州工学院,-1
 获中国科学技术大学理学博士学位；,2003.12,-1,中国科学技术大学,-1
 晋升为讲师；,1993.9,-1,-1,讲师
 破格晋升为副教授；,1997.10,-1,-1,副教授
 破格晋升为教授,2000.7,-1,-1,教授
 4,2000.7,-1,-1,-1
 1-2,2011.1-2017.8,江苏省,-1,-1
 生于湖南汉寿,1956.12,湖南省,-1,-1
籍贯湖南桃江,1956.12,南桃江,-1,-1
 加入中国共产党,1977.9,-1,中国共产党,-1
 湖南大学国际商学院工业外贸专业毕业,1977.9,湖南省,湖南大学国际商学院,-1
工学硕士,1977.9,湖南省,-1,-1
 出生于湖北武汉市。擅长油画。,1933.9,湖北省,-1,-1
 开始从事艺术创作。油画作品多次参加全国美术作品展览。,1949.6,-1,-1,-1
 油画《大军回来了》,1957.8-1981.8,-1,-1,-1
《淮海大捷》,1957.8-1981.8,淮海,-1,-1
《战地迎春》,1957.8-1981.8,淮海,-1,-1
《激流－刘邓大军挺进大别山》,1957.8-1981.8,淮海,-1,-1
《大漠千里》等为中国革命博物馆,1957.8-1981.8,中国革命博物馆,-1,-1
中国革命军事博物馆等收藏。,1957.8-1981.8,中国革命军事博物馆,-1,-1
 中国中央美术学院油画系进修。,1963.-1965,-1,中国中央美术学院油画系,-1
赴法国等西欧诸国考察,1985.6,法国,-1,-1
 并在巴黎国际艺术城展厅举办画展。,1985.6,巴黎,-1,-1
 率团赴保加利亚参加“国际写生节”活动并参加作品展览。,1987.9,保加利亚,-1,-1
 被聘为国家一级美术师。,1987.10,-1,-1,-1
应邀赴斯里兰卡国,1988.6,斯里兰卡国,-1,-1
 为国家大法院绘制油画《立宪》。,1988.6,斯里兰卡国,国家大法院,-1
 油画《家乡的老树》参加“中国油画邀请展”并获“国际文化交流奖”。,1988.8,中国,-1,-1
 出版《鲍加油画集》。,1991.3,-1,-1,-1
本东京,1991.5,东京,-1,-1
 群马县前桥市举办“中国现代书画作品展”,1991.5,群马县,-1,-1
 接受国务院颁发有突出贡献人士享受国家特殊津贴证书。,1992.9,-1,国务院,-1
 》等由纽约亚洲艺术馆收藏。,1993.3,纽约亚洲艺术馆,-1,-1
 在新加坡文物馆举办《自然流韵－鲍加油画艺术展》并出版大型油画集。,1994.11,新加坡文物馆,-1,-1
 应法国国际艺术城邀请再次赴法国考察。,1997.7,法国国际艺术城,-1,-1
赴新加坡举办第二回《鲍加油画艺术展览》,1997.11,新加坡,-1,-1
 并出版大型油画集《山川情怀——鲍加油画集》。,1997.11,山川,-1,-1
 年出版《鲍加油画作品选》,2002,-1,-1,-1
在成都体育学院基础理论部运动心理学专业读本科,1978.1-1982.1,成都市,成都体育学院基础理论部运动心理学专业读本科,-1
 在华南师范大学心理系攻读硕士,1985.9-1991.7,-1,华南师范大学心理系,-1
博士学位,1985.9-1991.7,-1,-1,-1
本千叶大学,1989.4-1991.4,-1,叶大学,-1
本筑波大学。,1996.9-1997.6,-1,波大学,-1
 现为博士生导师。,1997.12,-1,-1,-1
 加入民盟,1996.9,-1,民盟,-1
获学士学位,1978.9-1982.7,浙江省,-1,-1
先后获硕士,1982.9-1988.8,-1,-1,-1
博士学位,1982.9-1988.8,-1,-1,-1
博士生导师,1988.8-1999.6,-1,-1,-1
 历任民盟第十届,2007.12-2017.12,-1,民盟,-1
 至今,2014.4,-1,-1,-1
 第十一届,2017.12,-1,-1,-1
 加拿大安大略水电局,1987.02-1988.02,自贡市大安区,加拿大安大略水电局,-1
曼尼吐巴直流高压输电研究中心,1987.02-1988.02,自贡市大安区,曼尼吐巴直流高压输电研究中心,-1
曼尼吐巴大学进修培训,1987.02-1988.02,自贡市大安区,曼尼吐巴大学,-1
 加入中国共产党,1985.5,-1,中国共产党,-1
 参加工作,1982.8,-1,-1,工作
十七大,2016.09,-1,十七大,-1
十一届,2016.09,-1,-1,-1
 参加工作,2017.11,-1,-1,工作
 加入中国共产党,1973.5,-1,中国共产党,-1
 第十五届,2017,-1,-1,-1
十七届,2017,-1,-1,-1
十八届,2017,-1,-1,-1
十八届,2017,-1,-1,-1
毕业于岳阳师专中文系,1980.10,岳阳市岳阳县,岳阳师专中文系,-1
在华中师范大学中文系进修文艺学,1981.9-1982.7,贵阳市修文县,华中师范大学中文系,-1
 破格晋升为教授。,1998.7,-1,-1,教授
 参加工作,1966.9,-1,-1,工作
 加入中国共产党,1979.8,-1,中国共产党,-1
 五常蛤蜊河林场,1982.1-1985.1,五常蛤蜊河林场,-1,-1
病防员,1982.1-1985.1,五常蛤蜊河林场,-1,-1
统计,1982.1-1985.1,五常蛤蜊河林场,-1,-1
 五常蛤蜊河林场技术员,1985.2-1989.10,五常蛤蜊河林场,-1,技术员
工段长,1985.2-1989.10,五常蛤蜊河林场,-1,-1
 五常蛤蜊河林场副场长,1989.11-1997.3,五常蛤蜊河林场,-1,副场长
 五常蛤蜊河林场场长,1997.4-1999.6,五常蛤蜊河林场,-1,场长
 享受副地级待遇,2002.10,-1,-1,-1
获得西华师范大学历史教育专业四年制本科毕业文凭,1983.7,周口市西华县,西华师范大学,-1
 文学学士,1983.7,周口市西华县,-1,-1
年加入中国民主建国会,1996,-1,中国民主建国会,-1
 武警安徽省总队召开宣布命令大会,2009.3,安徽省,武警安徽省总队,-1
 卸任,2015.1,-1,-1,-1
至今,2014.1,-1,-1,-1
 加入中国共产党,1981.6,-1,中国共产党,-1
 参加工作,1975.7,-1,-1,工作
在武汉水利电力学院河流力学及治河工程专业学习,1978.10-1982.8,武汉水利电力学院河流力学及治河,-1,学习
 起,1982.8,-1,-1,-1
 参加八路军。,1940.5,-1,八路军,-1
至1945年,1940.5,-1,-1,-1
通信员,1940.5,-1,-1,-1
年,1945.-1949,-1,-1,-1
 任吕梁军区十一团收发员,1945.-1949,吕梁市,吕梁军区十一团,-1
年,1949.-1952,-1,-1,-1
年,1952.-1953,-1,-1,-1
年,1953.-1956,-1,-1,-1
年,1956.-1958,-1,-1,-1
年,1958.-1961.,-1,-1,-1
年,1964.-1969.,-1,-1,-1
年,1978.-1979,-1,-1,-1
年,1979.-1987,-1,-1,-1
 任南疆军区副司令员,1979.-1987,南疆军区,-1,副司令员
司令员。,1979.-1987,南疆军区,-1,司令员
 任新疆军区司令员。,1987.4-1992.5,新疆军区,-1,司令员
 被授予中将军衔。曾获独立自由奖章,1988.9,-1,-1,-1
二级解放勋章。,1988.9,焦作市解放区,-1,-1
于10月30日在乌鲁木齐逝世,1998.7,乌鲁木齐市乌鲁木齐县,-1,-1
高焕昌同志病重期间和逝世后,,-1,-1,-1
中央有关领导同志以不同方式表示慰问和哀悼。,,-1,-1,-1
 加入民进,1995.2,-1,-1,-1
 年在同济大学建筑系学习,1978.-1982,-1,-1,学习
获学士学位,1978.-1982,-1,-1,-1
 年在同济大学建筑系学习,1982.-1985,-1,-1,学习
获硕士学位,1982.-1985,-1,-1,-1
 年在上海博物馆任干部,1985.-1987,上海博物馆,-1,干部
 年在同济大学建筑系学习,1987.-1990,-1,-1,学习
获博士学位,1987.-1990,-1,-1,-1
第十一届,2017.12,-1,-1,-1
 参加工作,2013.3,-1,-1,工作
 加入中国共产党,1976.8,-1,中国共产党,-1
 年内蒙古自治区准格尔旗委组织部,1977-1980,内蒙古自治区,内蒙古自治区准格尔旗委组织部,-1
十七届,2013,-1,-1,-1
 毕业于武汉钢铁学院炼焦化学专业；,1982.8,武汉市,武汉钢铁学院,-1
年加入韶钢,1982,-1,韶钢,-1
获经济学硕士,1988,北京市,-1,-1
博士学位,1988,北京市,-1,-1
 参加工作,2013.3,-1,-1,工作
 加入中国共产党,1976.5,-1,中国共产党,-1
任黄河防汛总指挥部总指挥,1998,河南省,黄河防汛总指挥部,-1
任黄河防汛总指挥部总指挥,1999,河南省,黄河防汛总指挥部,-1
任黄河防汛总指挥部总指挥,2002,河南省,黄河防汛总指挥部,-1
 中共第十五届,2013,-1,中共第十五届,-1
十六届,2013,-1,-1,-1
十七届,2013,-1,-1,-1
十七届,2013,-1,-1,-1
 加入中国共产党,1991.7,-1,中国共产党,-1
加入中国共产党,1985.10,-1,中国共产党,-1
 参加工作,1988.8,-1,-1,工作
分管协调管理处,2007.,-1,分管协调管理处,-1
联席会议办公室,2007.,-1,联席会议办公室,-1
专利管理处,2007.,-1,专利管理处,-1
机关党委,2007.,-1,机关党委,-1
出生,1948.5,-1,-1,-1
 吉林省集安人,1948.5,吉林省,-1,-1
年在吉林大学半导体系就读,1972.-1975,吉林省,吉林大学,-1
 毕业后留校至,1972.-1975,吉林省,-1,-1
 年历任学生政治辅导员,1986,-1,-1,辅导员
讲师,1986,-1,-1,讲师
半导体系党总支副书记等职。,1986,-1,-1,副书记
 加入中国共产党,2017.10,-1,中国共产党,-1
 年空军第一航空预备学校学员,1966-1966,-1,空军第一航空预备学校,-1
 年陆军第三十八军一一二师三三五团当兵锻炼,1966-1967,-1,陆军第三十八军,-1
 年空军第八航空学校学员,1967-1968,-1,空军第八航空学校,-1
 年空军第五航空学校学员,1968-1969,-1,空军第五航空学校,-1
 年空军航空兵第二十六师七十七团飞行员,1969-1970,-1,空军航空兵第二十六师七十七团,-1
 年空军航空兵第二十六师独立大队飞行员,1970-1973,-1,空军航空兵第二十六师独立大队,-1
 年国防大学基本系学员,1986-1988,-1,国防大学基本系,-1
 年沈阳军区副司令员,1994-1999.,沈阳军区,-1,副司令员
 第十四届,2013,-1,-1,-1
十六届,2013,-1,-1,-1
十七届,2013,-1,-1,-1
十八届,2013,-1,-1,-1
十八届,2013,-1,-1,-1
年,1984.,-1,-1,-1
并主持过省级课题“探究――主体参与型”初中数学教改实验,2000.10,-1,-1,-1
 参加工作,2017.10,-1,-1,工作
 加入中国共产党,1975.7,-1,中国共产党,-1
 年青海省商业厅通讯员,1975-1977,青海省,青海省商业厅,-1
 第十六届,2017,-1,-1,-1
十七届,2017,-1,-1,-1
十八届,2017,-1,-1,-1
 云岩区尖山知青农场知青,1978.06-1979.07,云岩区,-1,知青
 贵阳市人大农村经济,1998.12-2003.07,贵阳市,-1,人大
年毕业于中南政法学院法律系,1985,-1,中南政法学院法律系,-1
 获法学学士学位,1985,-1,-1,-1
年在中南政法学院获法学硕士学位,1991,-1,中南政法学院,-1
年在武汉大学获法学博士学位,1997,武汉市,武汉大学,-1
 年在德国曼海姆大学作博士后研究；,1997.-1999,-1,德国曼海姆大学,-1
参加工作,1998.7,-1,-1,工作
加入中国共产党,1994.10,-1,中国共产党,-1
 1-3,2015.3,深圳市,-1,-1
 在香港出生。,1952.9,香港,-1,-1
 年获美国密歇根大学心理学文学学士学位。,1971,-1,美国密歇根大学,-1
 年获耶鲁大学社会心理学硕士学位。唐英年,1975,-1,耶鲁大学社会心理学,-1
年在美国密西根大学完成学业,1976,-1,美国密西根大学,-1
 返回香港,1976,香港,-1,-1
 年任香港立法局委任议员。,1991,-1,香港立法局,-1
 年任香港行政会议成员。,1997,香港,-1,成员
 国务院任命了香港特别行政区第三届政府主要官员,2007.6,香港特别行政区,国务院,-1
 宣布参与香港特别行政区第四任行政长官选举。,2011.9,香港特别行政区,-1,-1
 正式成为香港特别行政区第四任行政长官选举候选人,2012.3,香港特别行政区,-1,-1
 2-3,2014.10,十堰市竹溪县,-1,-1
 加入中国共产党,1974.8,-1,中国共产党,-1
 南开大学哲学系哲学专业本科毕业,1982.2,天津市南开区,南开大学哲学系,-1
 参加工作,1972.7,-1,-1,工作
 加入中国共产党,1974.6,-1,中国共产党,-1
 参加工作,1969.2,-1,-1,工作
 加入中国共产党,1973.2,-1,中国共产党,-1
 解放军测绘学院毕业,1973.2,焦作市解放区,解放军测绘学院,-1
经济学硕士,1973.2,吉林省,-1,-1
 曾任解放军43军,1973.2,焦作市解放区,解放军43军,-1
解放军测绘学院学员,1973.2,焦作市解放区,解放军测绘学院,-1
 不再,2014.8,-1,-1,-1
 第十七届,2014.8,-1,-1,-1
 中国证监会深圳证管办先后任机构监管处,1999.7-2003.9,深圳市,中国证监会深圳证管办,-1
案件调查处,1999.7-2003.9,深圳市,-1,-1
 四川省酉阳自治县苦竹乡财政所工作。,1988.12,四川省,-1,工作
 1-2,2014.8,重庆市,-1,-1
毕业于合肥工业大学化工系,1982.1,合肥市,合肥工业大学化工系,-1
参加工作,1981.09,-1,-1,工作
 1-2,2017.09,贵州省,-1,-1
 第十届,2017.01,浙江省,-1,-1
第九届,2017.01,浙江省,-1,-1
。,,-1,-1,-1
 期领导干部美国高级培训班学习,2013.07-2013.08,美国,-1,干部
生,1957.1,-1,-1,-1
 山西芮城人,1957.1,山西省,-1,-1
参加工作,1973.12,-1,-1,工作
 年加入中国共产党,1985,-1,中国共产党,-1
 薛愿兵同志照片,1985,-1,-1,-1
 获医学学士学位,1978.-1983,-1,-1,-1
 获法学硕士学位。,1993.-1995,北京市,-1,-1
 5,2015.6,吕梁市交口县,-1,-1
 青海省囊谦县香达乡干部。,1982.04,青海省,-1,干部
 北京邮电学院大学毕业后,1984.08,北京市,北京邮电学院,-1
年,2006,-1,-1,-1
 受邀参加第六届世界中医骨科学术交流暨世界中医骨科联合会成立十周年纪念大会,2006,中,世界中医骨科联合会,-1
 任副处级组织员,1994.12,-1,-1,组织员
 在麻阳县扶贫办点,1996.12-1997.12,麻阳县,-1,-1
市委党校校,2013.05,郴州市,市委党校校,-1
获经济学博士学位,2009.09-2012.06,武汉市,-1,-1
